,title,date_list,critic_sentiment,critic_score,audience_setiment,audience_score
3341,The Last Exorcism,"Streaming Jan 4, 2011",positive,71%,negative,35%
3342,The Upside,"Streaming May 14, 2019",negative,43%,positive,82%
3343,Thelma the Unicorn,"Streaming May 17, 2024",positive,63%,negative,52%
3344,A Bigger Splash,"Streaming Oct 12, 2016",positive,89%,negative,58%
3345,A Tale of Legendary Libido,"Streaming Dec 9, 2016",,,positive,66%
3346,Aisha,"Streaming May 10, 2024",positive,98%,positive,80%
3347,Beauty and the Beast,"Streaming Sep 6, 2016",positive,93%,positive,93%
3348,Chicago,"Streaming Apr 21, 2016",positive,87%,positive,83%
3349,Dirty Dancing,"Streaming Dec 17, 2015",positive,72%,positive,90%
3350,Holmes & Watson,"Streaming Mar 26, 2019",negative,10%,negative,25%
3351,Red Dawn,"Streaming Jan 8, 2017",negative,15%,negative,50%
3352,The Deep House,"Streaming Nov 5, 2021",positive,72%,negative,32%
3353,The Lone Ranger,"Streaming Jul 1, 2015",negative,31%,negative,51%
3354,Clock,"Streaming Apr 28, 2023",positive,79%,positive,70%
3355,Last Christmas,"Streaming Nov 8, 2019",negative,46%,positive,81%
3356,Medieval,"Streaming Nov 8, 2022",negative,39%,positive,72%
3357,Money Electric: The Bitcoin Mystery,"Streaming Oct 8, 2024",,,positive,63%
3358,Red Lights,"Streaming May 22, 2017",negative,30%,negative,36%
3359,Spy x Family Code: White,"Streaming Sep 5, 2024",positive,94%,positive,98%
3360,The Craft: Legacy,"Streaming Oct 28, 2020",negative,48%,negative,24%
3361,The Ides of March,"Streaming Jun 7, 2013",positive,84%,positive,73%
3362,The Paperboy,"Streaming May 22, 2017",negative,46%,negative,33%
3363,The Peanuts Movie,"Streaming Feb 12, 2016",positive,87%,positive,76%
3364,The Squid and the Whale,"Streaming Aug 15, 2015",positive,91%,positive,81%
3365,Ghost in the Shell,"Streaming Dec 15, 2010",positive,95%,positive,89%
3366,Girl on the Third Floor,"Streaming Oct 25, 2019",positive,81%,negative,23%
3367,Gothika,"Streaming Jan 1, 2011",negative,15%,negative,45%
3368,Onyx the Fortuitous and the Talisman of Souls,"Streaming Nov 14, 2023",positive,64%,positive,96%
3369,Please Don't Destroy: The Treasure of Foggy Mountain,"Streaming Nov 17, 2023",negative,42%,positive,90%
3370,Suburbicon,"Streaming Jan 23, 2018",negative,27%,negative,26%
3371,Ted 2,"Streaming Dec 1, 2015",negative,45%,negative,50%
3372,The Vow,"Streaming May 8, 2012",negative,31%,positive,63%
3373,This Is Spinal Tap,"Streaming Aug 3, 2016",positive,96%,positive,92%
3374,Clash of the Titans,"Streaming Jan 1, 2012",negative,27%,negative,40%
3375,Fatal Attraction,"Streaming Feb 6, 2010",positive,74%,positive,72%
3376,Fried Green Tomatoes,"Streaming Jun 15, 2012",positive,76%,positive,87%
3377,I Still Know What You Did Last Summer,"Streaming Oct 1, 2012",negative,7%,negative,29%
3378,"Me, Myself & Irene","Streaming Mar 1, 2013",negative,48%,negative,57%
3379,Moonstruck,"Streaming Nov 1, 2016",positive,89%,positive,80%
3380,The Boss Baby: Family Business,"Streaming Jul 2, 2021",negative,46%,positive,89%
3381,The Descendants,"Streaming Nov 25, 2015",positive,88%,positive,79%
3382,The Divergent Series: Allegiant,"Streaming Jun 24, 2016",negative,11%,negative,41%
3383,Welcome to Marwen,"Streaming Mar 26, 2019",negative,33%,negative,48%
3384,A Little Princess,"Streaming Dec 1, 2010",positive,97%,positive,88%
3385,Burning Betrayal,"Streaming Oct 25, 2023",,,positive,88%
3386,Cool Hand Luke,"Streaming May 19, 2016",positive,100%,positive,95%
3387,God's Not Dead,"Streaming Aug 5, 2014",negative,13%,positive,75%
3388,Kill the Irishman,"Streaming Mar 28, 2017",positive,63%,positive,67%
3389,The Hate U Give,"Streaming Jan 8, 2019",positive,97%,positive,81%
3390,The Maltese Falcon,"Streaming May 19, 2016",positive,99%,positive,91%
3391,Vindicta,"Streaming Oct 16, 2023",negative,14%,negative,27%
3392,War Hunt,"Streaming Sep 16, 2008",,,negative,42%
3393,Four Weddings and a Funeral,"Streaming Aug 15, 2014",positive,92%,positive,74%
3394,In The Earth,"Streaming Apr 22, 2021",positive,80%,negative,24%
3395,Little Children,"Streaming May 31, 2010",positive,80%,positive,82%
3396,Narvik,"Streaming Jan 23, 2023",positive,100%,positive,79%
3397,Road to Perdition,"Streaming Aug 1, 2013",positive,82%,positive,86%
3398,Something from Tiffany's,"Streaming Dec 9, 2022",positive,72%,positive,60%
3399,Speed Racer,"Streaming Apr 1, 2010",negative,41%,positive,60%
3400,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Streaming Jul 2, 2021",positive,99%,positive,98%
3401,The Duke,"Streaming Jul 26, 2022",positive,97%,positive,88%
3402,WarGames,"Streaming Mar 29, 2016",positive,94%,positive,76%
3403,We Need to Do Something,"Streaming Sep 3, 2021",negative,54%,negative,23%
3404,You Are Not My Mother,"Streaming Mar 25, 2022",positive,88%,negative,52%
3405,Butterfly Kisses,"Streaming Oct 23, 2018",positive,100%,positive,63%
3406,Demolition Man,"Streaming May 1, 2008",positive,63%,positive,67%
3407,Don't Be Afraid of the Dark,"Streaming Mar 8, 2012",positive,60%,negative,34%
3408,Exorcist II: The Heretic,"Streaming Apr 19, 2016",negative,11%,negative,13%
3409,Mr. Right,"Streaming Oct 4, 2016",negative,45%,negative,57%
3410,Stephen King's Thinner,"Streaming Aug 1, 2013",negative,19%,negative,31%
3411,Teen Wolf: The Movie,"Streaming Jan 26, 2023",negative,32%,positive,65%
3412,The Perfect Storm,"Streaming Jun 1, 2009",negative,46%,positive,63%
3413,101 Dalmatians,"Streaming Jan 4, 2016",negative,39%,negative,40%
3414,365 Days: This Day,"Streaming Apr 27, 2022",negative,0%,negative,48%
3415,Jaws 2,"Streaming Feb 12, 2014",negative,56%,negative,40%
3416,Spartacus,"Streaming Dec 18, 2015",positive,94%,positive,87%
3417,The Devil Below,"Streaming Mar 5, 2021",negative,17%,negative,17%
3418,The Great Escape,"Streaming Nov 30, 2016",positive,94%,positive,95%
3419,The Shack,"Streaming May 16, 2017",negative,20%,positive,76%
3420,Three Kings,"Streaming Aug 15, 2008",positive,94%,positive,77%
3421,Above Suspicion,"Streaming May 7, 2021",negative,26%,negative,45%
3422,Angst,"Streaming Mar 15, 2018",positive,100%,positive,73%
3423,Bolt,"Streaming Jan 1, 2014",positive,90%,positive,74%
3424,Dirty Harry,"Streaming Aug 15, 2008",positive,89%,positive,90%
3425,Enough Said,"Streaming Jun 1, 2015",positive,95%,positive,75%
3426,Hotel Mumbai,"Streaming Jun 11, 2019",positive,76%,positive,88%
3427,Only the Brave,"Streaming Jan 23, 2018",positive,87%,positive,91%
3428,Rye Lane,"Streaming Mar 31, 2023",positive,98%,positive,85%
3429,The Ballad of Davy Crockett,"Streaming Mar 8, 2024",positive,80%,negative,29%
3430,The China Syndrome,"Streaming Mar 1, 2011",positive,88%,positive,81%
3431,The Mountain Between Us,"Streaming Dec 19, 2017",negative,39%,negative,49%
3432,The Outsider,"Streaming Mar 9, 2018",negative,13%,positive,67%
3433,The Theory of Everything,"Streaming Dec 9, 2015",positive,81%,positive,84%
3434,Alone Together,"Streaming Oct 11, 2024",positive,80%,,
3435,Frances Ha,"Streaming Oct 1, 2016",positive,92%,positive,78%
3436,Samaritan,"Streaming Aug 26, 2022",negative,38%,positive,71%
3437,The Royal Tenenbaums,"Streaming Nov 23, 2015",positive,81%,positive,89%
3438,A Lot Like Love,"Streaming Aug 10, 2016",negative,40%,positive,77%
3439,Hollow Man,"Streaming Feb 5, 2013",negative,26%,negative,28%
3440,Matchstick Men,"Streaming Jan 1, 2009",positive,82%,positive,74%
3441,Spirit: Stallion of the Cimarron,"Streaming Nov 25, 2015",positive,69%,positive,77%
3442,Steve Jobs,"Streaming Sep 6, 2016",positive,85%,positive,73%
3443,The Bourne Ultimatum,"Streaming Jul 22, 2015",positive,92%,positive,91%
3444,The Fury,"Streaming Mar 1, 2013",positive,80%,negative,49%
3445,The Girl in the Spider's Web,"Streaming Jan 22, 2019",negative,38%,negative,36%
3446,The Transporter,"Streaming Nov 25, 2015",negative,54%,positive,73%
3447,The White Tiger,"Streaming Jan 22, 2021",positive,92%,positive,79%
3448,Censor,"Streaming Jun 18, 2021",positive,89%,negative,56%
3449,Serendipity,"Streaming Dec 20, 2015",negative,59%,positive,79%
3450,Stinky Summer,"Streaming Sep 10, 2024",,,,
3451,The Bodyguard,"Streaming Oct 1, 2009",negative,38%,positive,64%
3452,The Graduate,"Streaming Jul 3, 2012",positive,87%,positive,90%
3453,The Life Aquatic With Steve Zissou,"Streaming Jan 1, 2014",negative,57%,positive,82%
3454,The Possession,"Streaming Dec 20, 2015",negative,39%,negative,48%
3455,The Way Back,"Streaming Mar 6, 2020",positive,85%,positive,84%
3456,The Wind That Shakes the Barley,"Streaming Apr 10, 2017",positive,90%,positive,87%
3457,A Time to Kill,"Streaming Dec 12, 2015",positive,67%,positive,85%
3458,Bleed for This,"Streaming Jan 31, 2017",positive,70%,positive,70%
3459,Bringing Out the Dead,"Streaming Jan 21, 2010",positive,73%,positive,70%
3460,Friday the 13th -- A New Beginning,"Streaming Jul 1, 2013",negative,18%,negative,26%
3461,Hellbound: Hellraiser II,"Streaming Feb 10, 2016",negative,52%,negative,59%
3462,Lust Stories,"Streaming Jun 15, 2018",positive,100%,positive,66%
3463,Mission: Impossible,"Streaming May 2, 2008",positive,65%,positive,71%
3464,No Way Out,"Streaming Mar 5, 2011",positive,92%,positive,72%
3465,R.I.P.D.,"Streaming Jan 6, 2015",negative,13%,negative,38%
3466,The Hustle,"Streaming Aug 6, 2019",negative,13%,negative,44%
3467,The Imposter,"Streaming Mar 17, 2017",positive,95%,positive,78%
3468,A Beautiful Life,"Streaming Jun 1, 2023",negative,43%,positive,83%
3469,A Haunted House 2,"Streaming Dec 30, 2015",negative,8%,negative,43%
3470,C'mon C'mon,"Streaming Dec 23, 2021",positive,94%,positive,78%
3471,Invictus,"Streaming Oct 23, 2011",positive,76%,positive,75%
3472,Love Hard,"Streaming Nov 5, 2021",negative,53%,positive,90%
3473,Man on Wire,"Streaming Jun 17, 2011",positive,100%,positive,87%
3474,Murder Party,"Streaming Mar 8, 2017",positive,100%,negative,57%
3475,The Resort,"Streaming Apr 30, 2021",negative,37%,negative,7%
3476,Foxcatcher,"Streaming Sep 8, 2016",positive,88%,positive,66%
3477,Meet the Fockers,"Streaming Aug 10, 2016",negative,38%,negative,58%
3478,Puppy Love,"Streaming Aug 18, 2023",negative,44%,positive,86%
3479,Red 2,"Streaming May 4, 2015",negative,44%,positive,63%
3480,Son of the Mask,"Streaming Mar 19, 2013",negative,6%,negative,16%
3481,Taken 3,"Streaming Oct 1, 2016",negative,13%,negative,43%
3482,The Outpost,"Streaming Jul 3, 2020",positive,91%,positive,82%
3483,¡CASA BONITA MI AMOR!,"Streaming Oct 2, 2024",positive,100%,,
3484,A True Gentleman,"Streaming Sep 26, 2024",,,,
3485,Clown,"Streaming Oct 15, 2016",negative,48%,negative,38%
3486,I Spit on Your Grave,"Streaming Nov 30, 2016",negative,50%,negative,40%
3487,Seeking a Friend for the End of the World,"Streaming Aug 18, 2015",negative,55%,negative,53%
3488,Separate Lies,"Streaming Mar 1, 2013",positive,72%,negative,47%
3489,Tommy Boy,"Streaming Aug 1, 2013",negative,39%,positive,90%
3490,Blockers,"Streaming Jun 19, 2018",positive,84%,negative,51%
3491,Hell Fest,"Streaming Dec 21, 2018",negative,42%,negative,41%
3492,"Lover, Stalker, Killer","Streaming Feb 9, 2024",positive,92%,positive,83%
3493,Maze Runner: The Scorch Trials,"Streaming Dec 3, 2015",negative,49%,negative,54%
3494,Seven Pounds,"Streaming May 15, 2009",negative,26%,positive,75%
3495,Stowaway,"Streaming Apr 22, 2021",positive,76%,negative,45%
3496,Alpha,"Streaming Mar 17, 2018",positive,80%,positive,71%
3497,Beowulf,"Streaming Aug 1, 2013",positive,71%,negative,50%
3498,Breaking News in Yuba County,"Streaming Feb 12, 2021",negative,11%,negative,45%
3499,Burn,"Streaming Aug 23, 2019",negative,54%,negative,45%
3500,Dead Ringers,"Streaming Nov 22, 2016",positive,85%,positive,82%
3501,Jingle All the Way,"Streaming Mar 1, 2013",negative,20%,negative,41%
3502,Rocketman,"Streaming Aug 6, 2019",positive,89%,positive,88%
3503,The Descent: Part 2,"Streaming Oct 31, 2016",negative,48%,negative,34%
3504,The Golden Compass,"Streaming Jul 30, 2010",negative,42%,negative,51%
3505,The Monuments Men,"Streaming May 6, 2014",negative,30%,negative,44%
3506,Boy Erased,"Streaming Jan 15, 2019",positive,80%,positive,74%
3507,Last Looks,"Streaming Feb 4, 2022",positive,68%,positive,70%
3508,Spookley the Square Pumpkin,"Streaming Jan 4, 2016",,,positive,64%
3509,Suncoast,"Streaming Feb 9, 2024",positive,77%,positive,82%
3510,The Informer,"Streaming Nov 6, 2020",positive,63%,positive,61%
3511,The Shallows,"Streaming Sep 27, 2016",positive,78%,negative,59%
3512,Toy Story of Terror!,"Streaming Jun 1, 2018",positive,94%,positive,84%
3513,Choose or Die,"Streaming Apr 15, 2022",negative,31%,negative,47%
3514,Cold Mountain,"Streaming Aug 26, 2016",positive,70%,positive,77%
3515,Mad Max 2: The Road Warrior,"Streaming Aug 15, 2008",positive,93%,positive,86%
3516,Penguins of Madagascar,"Streaming Nov 25, 2015",positive,74%,positive,63%
3517,Secret Obsession,"Streaming Jul 18, 2019",negative,29%,negative,17%
3518,Strangers on a Train,"Streaming Aug 15, 2008",positive,98%,positive,92%
3519,The Best of Me,"Streaming Jan 19, 2015",negative,12%,negative,59%
3520,Gaslight,"Streaming Jan 1, 2009",positive,89%,positive,90%
3521,La Belle Noiseuse,"Streaming May 2, 2018",positive,100%,positive,82%
3522,Notes on a Scandal,"Streaming Nov 25, 2015",positive,87%,positive,83%
3523,Platoon,"Streaming Sep 2, 2015",positive,89%,positive,93%
3524,Pocahontas,"Streaming Jan 1, 2014",negative,53%,positive,64%
3525,Return to Oz,"Streaming Jan 1, 2014",negative,58%,positive,71%
3526,Searching for Bobby Fischer,"Streaming Jan 1, 2011",positive,100%,positive,85%
3527,Sex and Lucia,"Streaming Feb 5, 2013",positive,71%,positive,85%
3528,The Amusement Park,"Streaming Jun 8, 2021",positive,97%,positive,68%
3529,The Entity,"Streaming Jan 31, 2020",positive,62%,positive,61%
3530,The Mothman Prophecies,"Streaming Apr 16, 2012",negative,52%,negative,56%
3531,Animalia,"Streaming Jun 18, 2024",positive,100%,positive,86%
3532,Bull,"Streaming Apr 5, 2022",positive,93%,positive,72%
3533,Dinosaur,"Streaming Jan 1, 2014",positive,65%,negative,48%
3534,Escape From Pretoria,"Streaming Mar 6, 2020",positive,73%,positive,87%
3535,Ghost Town,"Streaming Sep 7, 2010",positive,85%,positive,60%
3536,Happiest Season,"Streaming Nov 25, 2020",positive,82%,positive,72%
3537,Honey Boy,"Streaming Feb 5, 2020",positive,95%,positive,92%
3538,Mary and Max,"Streaming Sep 27, 2016",positive,96%,positive,92%
3539,Messiah of Evil,"Streaming Jul 1, 2016",positive,100%,negative,57%
3540,PG: Psycho Goreman,"Streaming Jan 22, 2021",positive,91%,positive,64%
3541,"Rachel Bloom: Death, Let Me Do My Special","Streaming Oct 15, 2024",,,,
3542,Singham Returns,"Streaming Nov 30, 2016",negative,31%,negative,45%
3543,Some Girl(s),"Streaming Dec 10, 2013",negative,53%,negative,15%
3544,The Divide,"Streaming Apr 18, 2013",negative,26%,negative,38%
3545,The Hating Game,"Streaming Dec 10, 2021",positive,69%,positive,76%
3546,The Muppets,"Streaming Jan 1, 2014",positive,95%,positive,80%
3547,Would You Rather,"Streaming Dec 1, 2016",positive,61%,negative,37%
3548,Little Man,"Streaming Apr 25, 2011",negative,12%,negative,55%
3549,On Body and Soul,"Streaming Feb 2, 2018",positive,90%,positive,85%
3550,SCOOB!,"Streaming May 15, 2020",negative,48%,negative,53%
3551,Seven Cemeteries,"Streaming Oct 11, 2024",,,,
3552,Swallow,"Streaming Mar 6, 2020",positive,88%,positive,70%
3553,The Edge of Seventeen,"Streaming Jan 31, 2017",positive,94%,positive,83%
3554,The Fighter,"Streaming Jul 1, 2013",positive,91%,positive,89%
3555,The League of Extraordinary Gentlemen,"Streaming Mar 13, 2013",negative,16%,negative,44%
3556,The Rat Catcher,"Streaming Sep 29, 2023",positive,100%,positive,61%
3557,Behind Enemy Lines,"Streaming Nov 25, 2015",negative,37%,positive,62%
3558,Downsizing,"Streaming Feb 23, 2018",negative,47%,negative,25%
3559,Flushed Away,"Streaming Nov 25, 2015",positive,72%,positive,65%
3560,Monsters vs. Aliens,"Streaming Nov 25, 2015",positive,73%,negative,59%
3561,No Strings Attached,"Streaming Jun 6, 2014",negative,47%,negative,51%
3562,RoboCop,"Streaming Aug 12, 2016",negative,50%,negative,49%
3563,Tale of Tales,"Streaming Dec 5, 2016",positive,84%,negative,56%
3564,The Bye Bye Man,"Streaming Mar 28, 2017",negative,18%,negative,22%
3565,The Hunt for Red October,"Streaming Jan 21, 2010",positive,88%,positive,88%
3566,Year One,"Streaming Apr 16, 2012",negative,14%,negative,24%
3567,Highlander,"Streaming Sep 6, 2016",positive,69%,positive,79%
3568,Mr. Nobody,"Streaming Nov 1, 2014",positive,66%,positive,76%
3569,Nyad,"Streaming Nov 3, 2023",positive,85%,positive,86%
3570,Teen Titans GO! to the Movies,"Streaming Oct 9, 2018",positive,92%,positive,71%
3571,The Borderlands,"Streaming Feb 9, 2015",positive,83%,negative,48%
3572,The Day the Earth Stood Still,"Streaming Mar 1, 2013",negative,21%,negative,27%
3573,Those Who Wish Me Dead,"Streaming May 14, 2021",positive,63%,positive,86%
3574,White Noise,"Streaming Dec 30, 2022",positive,64%,negative,33%
3575,A Fish Called Wanda,"Streaming Sep 20, 2015",positive,96%,positive,84%
3576,Knocked Up,"Streaming Jun 15, 2012",positive,90%,positive,83%
3577,Slash/Back,"Streaming Oct 21, 2022",positive,90%,negative,50%
3578,Something Borrowed,"Streaming Feb 1, 2013",negative,15%,negative,48%
3579,The Uninvited,"Streaming Aug 1, 2013",negative,32%,negative,49%
3580,This Is 40,"Streaming Jul 23, 2015",negative,52%,negative,50%
3581,Alvin and the Chipmunks: Chipwrecked,"Streaming Mar 1, 2013",negative,10%,negative,51%
3582,Con Air,"Streaming Mar 1, 2015",negative,58%,positive,75%
3583,Patch Adams,"Streaming Jan 9, 2016",negative,21%,positive,73%
3584,Red Riding Hood,"Streaming Jul 24, 2014",negative,10%,negative,39%
3585,Resident Evil: The Final Chapter,"Streaming May 3, 2017",negative,38%,negative,47%
3586,San Andreas,"Streaming Jun 28, 2016",negative,48%,negative,52%
3587,The Cable Guy,"Streaming Apr 16, 2012",negative,55%,negative,51%
3588,The Contestant,"Streaming May 2, 2024",positive,93%,positive,86%
3589,Art of a Hit,"Streaming Aug 20, 2024",,,positive,88%
3590,Because I Said So,"Streaming Sep 15, 2015",negative,3%,positive,65%
3591,Casino Royale,"Streaming Oct 1, 2010",negative,26%,negative,34%
3592,Inferno,"Streaming Jan 24, 2017",negative,23%,negative,36%
3593,Meet the Parents,"Streaming Jun 7, 2016",positive,85%,positive,79%
3594,Solace,"Streaming Mar 13, 2017",negative,24%,negative,44%
3595,The Rock,"Streaming Jan 1, 2016",positive,67%,positive,85%
3596,Worth,"Streaming Sep 3, 2021",positive,81%,positive,76%
3597,Blue Giant,"Streaming Apr 30, 2024",positive,100%,positive,97%
3598,Mother's Day,"Streaming Aug 2, 2016",negative,8%,negative,44%
3599,Shiva Baby,"Streaming Apr 2, 2021",positive,96%,positive,78%
3600,The King Tide,"Streaming Aug 16, 2024",positive,95%,positive,78%
3601,Winter's Tale,"Streaming Nov 11, 2015",negative,12%,negative,44%
3602,Wrong Turn 2,"Streaming Nov 25, 2015",positive,67%,negative,47%
3603,Battle Royale,"Streaming Nov 30, 2016",positive,90%,positive,89%
3604,Crank,"Streaming Dec 6, 2015",positive,62%,positive,71%
3605,Dumbo,"Streaming Jun 25, 2019",negative,46%,negative,47%
